date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:55	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2267b63b88-239b%22	https://themewagon.github.io/robots.txt		(from )
17:11:55	260451/260451	---M-Z	200	added ('OK')	text/html	etag:W/%22639ed280-3f963%22	https://themewagon.github.io/majestic-2/v1.0.0/	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/index.html	(from )
17:11:56	30620/30620	---M--	200	added ('OK')	image/png	etag:%22639ed280-779c%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/apple-touch-icon.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/apple-touch-icon.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:56	2271/2271	---M--	200	added ('OK')	image/png	etag:%22639ed280-8df%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/favicon-32x32.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/favicon-32x32.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:56	813/813	---M--	200	added ('OK')	image/png	etag:%22639ed280-32d%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/favicon-16x16.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/favicon-16x16.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:57	15406/15406	---M-Z	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22639ed280-3c2e%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/favicon.ico	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/favicon.ico	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:57	403/403	---M-Z	200	added ('OK')	application/json	etag:W/%22639ed280-193%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/manifest.json	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/manifest.json	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:57	11629/11629	---M--	200	added ('OK')	image/png	etag:%22639ed280-2d6d%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/mstile-150x150.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/favicons/mstile-150x150.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:58	298722/298722	---M-Z	200	added ('OK')	text/css	etag:W/%22639ed280-48ee2%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/css/theme.min.css	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/css/theme.min.css	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:58	260451/260451	---M-Z	200	added ('OK')	text/html	etag:W/%22639ed280-3f963%22	https://themewagon.github.io/majestic-2/v1.0.0/index.html	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/index-2.html	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:58	381/381	---M--	200	added ('OK')	image/png	etag:%22639ed280-17d%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/logo.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/logo.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:59	422571/422571	---M--	200	added ('OK')	image/png	etag:%22639ed280-672ab%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/header-bg.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/header-bg.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:59	172759/172759	---M--	200	added ('OK')	image/png	etag:%22639ed280-2a2d7%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/him.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/him.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:59	296457/296457	---M--	200	added ('OK')	image/png	etag:%22639ed280-48609%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/her.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/her.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:11:59	23927/23927	---M--	200	added ('OK')	image/png	etag:%22639ed280-5d77%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/flat-hill.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/flat-hill.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:00	12875/12875	---M--	200	added ('OK')	image/png	etag:%22639ed280-324b%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/blue-ring.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/blue-ring.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:00	22112/22112	---M--	200	added ('OK')	image/png	etag:%22639ed280-5660%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/wallet.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/wallet.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:00	14914/14914	---M--	200	added ('OK')	image/png	etag:%22639ed280-3a42%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/wrist-watch.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/wrist-watch.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
17:12:01	244684/244684	---M--	200	added ('OK')	image/png	etag:%22639ed280-3bbcc%22	https://themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/outfit.png	C:/My%20Web%20Sites/demo/themewagon.github.io/majestic-2/v1.0.0/assets/img/gallery/outfit.png	(from https://themewagon.github.io/majestic-2/v1.0.0/)
